what,kind,bundleId,bundleVersion,description,time
activated,perspective,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.JavaPerspective",1316955115836
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1316955115844
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.perspectives.showPerspective",1316955115869
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.JavaPerspective",1316955115869
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1316955118775
opened,editor,com.android.ide.eclipse.adt,12.0.0.v201106281929-138431,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1316955119009
activated,editor,com.android.ide.eclipse.adt,12.0.0.v201106281929-138431,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1316955119076
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316955122228
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316955124086
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316955126124
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316955128782
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316955132246
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316955133431
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316955134594
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316955156025
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1316955156035
activated,editor,com.android.ide.eclipse.adt,12.0.0.v201106281929-138431,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1316955157617
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1316955162596
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1316955164640
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1316955166628
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.saveAll",1316955169481
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316955171336
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316955172998
closed,editor,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor",1316955178058
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316955188838
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316955190469
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1316955194216
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316955196245
error,log,,,"No command output when running: 'am start -D -n com.facedex/com.facedex.FaceDexActivity -a android.intent.action.MAIN -c android.intent.category.LAUNCHER' on device 43423531314C57324A34",1316955199539
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316955210500
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1316955210514
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316955212438
opened,editor,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor",1316955213577
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316955215467
activated,perspective,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.DebugPerspective",1316955215504
activated,editor,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor",1316955215511
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316955215525
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316955217511
activated,editor,com.android.ide.eclipse.adt,12.0.0.v201106281929-138431,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1316955217577
closed,editor,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor",1316955217577
activated,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.DebugView",1316955219125
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316955222513
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316955223689
