what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316949395025
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316949426071
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1316949427438
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316949428106
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.findReplace",1316949428134
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1316949428515
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316949430612
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1316949441618
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1316949442549
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1316949452930
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316949457326
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316949460103
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316949460917
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316949470738
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1316949472212
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1316949492997
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316949499585
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316949523154
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316949524400
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316949524901
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1316949530660
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316949535319
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316949545147
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1316949546552
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1316949548545
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316949552640
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316949552729
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1316949552769
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.saveAll",1316949555606
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1316949556598
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316949577467
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316949588427
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316949590736
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316949595327
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316949667691
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316949669113
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316949669311
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316949670420
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProblemView",1316949671747
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1316949673148
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1316949680325
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.saveAll",1316949682846
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316949687196
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316949688683
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1316949691225
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1316949713414
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1316949716001
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316949804910
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316949816659
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineStart",1316950030415
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.cut",1316950030506
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1316950113753
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.saveAll",1316950139811
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1316950153279
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1316950156468
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.saveAll",1316950163027
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1316950169848
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1316950169958
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.saveAll",1316950176326
