what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1316951997188
started,bundle,com.android.ide.eclipse.adt,12.0.0.v201106281929-138431,"com.android.ide.eclipse.adt",1316951997188
started,bundle,com.android.ide.eclipse.ddms,12.0.0.v201106281929-138431,"com.android.ide.eclipse.ddms",1316951997188
started,bundle,com.android.ide.eclipse.traceview,12.0.0.v201106281929-138431,"com.android.ide.eclipse.traceview",1316951997189
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201102081640,"org.eclipse.epp.usagedata.gathering",1316951997189
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201102081640,"org.eclipse.epp.usagedata.recording",1316951997189
started,bundle,org.eclipse.wst.sse.core,1.1.504.v201102160550,"org.eclipse.wst.sse.core",1316951997190
os,sysinfo,,,"win32",1316951997192
arch,sysinfo,,,"x86",1316951997192
ws,sysinfo,,,"win32",1316951997192
locale,sysinfo,,,"en_US",1316951997192
processors,sysinfo,,,"2",1316951997193
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1316951997193
java.runtime.version,sysinfo,,,"1.7.0-b147",1316951997193
java.specification.name,sysinfo,,,"Java Platform API Specification",1316951997193
java.specification.vendor,sysinfo,,,"Oracle Corporation",1316951997193
java.specification.version,sysinfo,,,"1.7",1316951997193
java.vendor,sysinfo,,,"Oracle Corporation",1316951997193
java.version,sysinfo,,,"1.7.0",1316951997193
java.vm.info,sysinfo,,,"mixed mode, sharing",1316951997193
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1316951997193
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1316951997193
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1316951997193
java.vm.specification.version,sysinfo,,,"1.7",1316951997193
java.vm.vendor,sysinfo,,,"Oracle Corporation",1316951997193
java.vm.version,sysinfo,,,"21.0-b17",1316951997193
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1316951997516
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1316951998322
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316951999477
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316952029580
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1316952029594
closed,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316952038022
stopped,bundle,org.eclipse.mylyn.ide.ant,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ant",1316952038244
stopped,bundle,org.eclipse.mylyn.pde.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.pde.ui",1316952038245
stopped,bundle,org.eclipse.pde.api.tools.ui,1.0.201.v20100820_r361,"org.eclipse.pde.api.tools.ui",1316952038247
stopped,bundle,org.eclipse.pde.ds.ui,1.0.100.v20100601,"org.eclipse.pde.ds.ui",1316952038248
stopped,bundle,org.eclipse.pde.runtime,3.4.200.v20100601,"org.eclipse.pde.runtime",1316952038248
stopped,bundle,org.eclipse.pde.ua.ui,1.0.100.v20100504,"org.eclipse.pde.ua.ui",1316952038249
stopped,bundle,org.eclipse.pde.ui.templates,3.4.200.v20100601,"org.eclipse.pde.ui.templates",1316952038250
stopped,bundle,org.eclipse.rap.ui.launch,1.3.1.20100916-0013,"org.eclipse.rap.ui.launch",1316952038251
stopped,bundle,org.eclipse.pde.ui,3.6.1.v20100810_r361,"org.eclipse.pde.ui",1316952038251
stopped,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1316952038253
stopped,bundle,org.eclipse.ant.launching,1.0.0.v20100427,"org.eclipse.ant.launching",1316952038254
stopped,bundle,org.eclipse.compare.win32,1.0.100.I20100505-1245,"org.eclipse.compare.win32",1316952038255
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1316952038256
stopped,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1316952038256
stopped,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1316952038257
stopped,bundle,com.android.ide.eclipse.adt,12.0.0.v201106281929-138431,"com.android.ide.eclipse.adt",1316952038257
stopped,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1316952038257
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.300.v20100513-0845,"org.eclipse.jdt.apt.ui",1316952038258
stopped,bundle,org.eclipse.ve.jfc,1.5.0.R20101202-1328,"org.eclipse.ve.jfc",1316952038259
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1316952087759
started,bundle,org.eclipse.osgi,3.6.1.R36x_v20100806,"org.eclipse.osgi",1316952087762
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20100503,"org.eclipse.equinox.simpleconfigurator",1316952087762
started,bundle,com.ibm.icu,4.2.1.v20100412,"com.ibm.icu",1316952087763
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1316952087763
started,bundle,org.eclipse.compare.core,3.5.100.I20100526-0800,"org.eclipse.compare.core",1316952087764
started,bundle,org.eclipse.core.contenttype,3.4.100.v20100505-1235,"org.eclipse.core.contenttype",1316952087764
started,bundle,org.eclipse.core.databinding.observable,1.3.0.I20100601-0800,"org.eclipse.core.databinding.observable",1316952087765
started,bundle,org.eclipse.core.expressions,3.4.200.v20100505,"org.eclipse.core.expressions",1316952087765
started,bundle,org.eclipse.core.filebuffers,3.5.100.v20100520-0800,"org.eclipse.core.filebuffers",1316952087766
