what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316971231896
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316971241024
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316971241757
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316971246551
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1316971287779
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316971345888
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316971345980
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316971378736
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316971378866
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316971393974
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316971408735
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1316971418750
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1316971419637
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1316971423455
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1316971424415
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1316971429245
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316971439068
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316971441311
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1316971449569
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316971464936
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316971473792
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1316971479546
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1316971486418
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1316971486608
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.cut",1316971487140
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1316971487380
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1316971488692
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.saveAll",1316971490543
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1316971491906
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1316971497718
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1316971504848
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1316971508049
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.saveAll",1316971509022
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineEnd",1316971523524
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.cut",1316971524280
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1316971526371
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1316971526643
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1316971527331
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1316971527889
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1316971538799
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1316971544178
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316971544601
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316971559390
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1316971563014
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316971585637
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316971589863
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316971598616
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316971607599
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1316971624437
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316971643479
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316971659903
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1316971663269
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1316971666845
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1316971672249
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1316971675653
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1316971685626
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1316971688401
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineEnd",1316971695959
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1316971696529
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1316971698164
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316971719042
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316971738170
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1316971802668
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.saveAll",1316971806580
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1316971823020
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.closeProject",1316971825375
closed,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1316971825717
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1316971830514
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProblemView",1316971831790
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1316971832728
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316971838798
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316971838929
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1316971838976
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.saveAll",1316971843184
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316971849007
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316971850224
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316971851559
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316971855720
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1316971857579
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316971859459
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316971924406
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316971925196
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316971936964
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316971939318
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316971940434
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1316971975262
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316971997957
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316972028956
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineEnd",1316972048223
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.cut",1316972048322
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineStart",1316972048783
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.cut",1316972048902
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1316972073857
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1316972082600
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1316972085096
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1316972086313
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1316972089657
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1316972096905
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1316972106682
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProblemView",1316972107667
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316972107770
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316972109360
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316972110489
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316972110996
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1316972115760
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316972126652
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316972128183
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316972130331
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316972135477
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316972136314
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316972145957
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316972148030
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316972155114
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316972169198
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316972170154
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1316972186599
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316972191607
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316972192913
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1316972203894
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316972206922
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316972208317
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316972208889
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316972210384
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316972318259
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316972318405
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.open.editor",1316972322432
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1316972327907
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1316972333903
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1316972334425
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1316972335220
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1316972335884
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1316972336209
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1316972336514
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1316972336807
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1316972337041
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1316972337292
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1316972337582
