what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1316947483627
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1316947484564
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.saveAll",1316947487106
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProblemView",1316947488234
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1316947490173
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1316947497826
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1316947499453
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1316947501801
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316947503035
closed,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1316947503839
closed,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1316947503966
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316947503994
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1316947504040
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1316947506959
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1316947529603
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316947537592
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316947538921
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1316947540279
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1316947562394
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316947565429
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.findReplace",1316947565457
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316947574098
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316947576132
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316947627668
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316947632080
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.findReplace",1316947632103
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316947633884
